SKU ID,TranslatedTitle,brand,Is UL,ProductURL,Seller-Name,packtype,Units,Volume (ml),quantity,API Flag,CBP,CBP_Brand,Pack Size,User,Format,Benefit,API Tier,Grammage Tier,Offer Price,Rating,Number of Reviews,Hygiene benefit,Refill,Value,Discount %,Purchase Date
698102,Men'S Biore Body Foam 450 Ml Cool Energy Pouch,biore,0,https://www.jd.id/product/men-s-biore-body-foam-cool-energy-pouch-450-ml_698102/10035722.html?utm_source=shopalyst&utm_medium=affiliate,NA,Single,Milliliter,450,3,1,Fresh,Fresh|biore,Single,Male,Shower Gel,NA,Tire 2,300 - 500 ML,22,5,493,,Refill,66,10%,24/5/2018
698109,Men'S Biore Body Foam Hygienic Energy Bottle 250 Ml (Random Variant),Biore,0,https://www.jd.id/product/men-s-biore-body-foam-sparkling-blast-bottle-250-ml_698109/10035729.html?utm_source=shopalyst&utm_medium=affiliate,NA,Single,Milliliter,250,6,1,Hygiene / Protection,Hygiene / Protection|Biore,Single,Male,Shower Gel,NA,Tire 2,200 - 250 ML,15,4.8,95,Fresh,,90,11%,7/5/2019
698116,Men'S Biore Body Foam Hygienic Energy Pouch 450 Ml,Biore,0,https://www.jd.id/product/men-s-biore-body-foam-hygienic-energy-pouch-450-ml_698116/10035736.html?utm_source=shopalyst&utm_medium=affiliate,NA,Single,Milliliter,450,6,1,Hygiene / Protection,Hygiene / Protection|Biore,Single,Male,Shower Gel,NA,Tire 2,300 - 500 ML,20,4.9,334,Fresh,Refill,120,5%,2/2/2018
698224,Biore Body Foam Pure Mild Bottle 250 Ml,biore,0,https://www.jd.id/product/biore-body-foam-pure-mild-bottle-250-ml_698224/10035844.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,250,7,1,Therapeutic & Sensitive,Therapeutic & Sensitive|biore,Single,NA,Shower Gel,NA,Tire 2,200 - 250 ML,19,5,103,,,133,11%,16/10/2018
698229,Biore Body Foam Pure Mild Pouch 450 Ml,biore,0,https://www.jd.id/product/biore-body-foam-pure-mild-pouch-450-ml_698229/10035849.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,450,10,1,Therapeutic & Sensitive,Therapeutic & Sensitive|biore,Single,NA,Shower Gel,NA,Tire 2,300 - 500 ML,23,5,1131,,Refill,230,6%,1/11/2019
698241,Biore Body Foam Antibacterial Active Pouch 450 Ml,biore,0,https://www.jd.id/product/biore-body-foam-active-antibacterial-pouch-450-ml_698241/10035861.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,450,6,1,Hygiene / Protection,Hygiene / Protection|biore,Single,NA,Shower Gel,NA,Tire 2,300 - 500 ML,24,5,1094,Fresh,Refill,144,11%,14/1/2019
698245,Biore Body Active Antibacterial Foam 550 Ml,biore,0,https://www.jd.id/product/biore-body-foam-daily-antiseptic-550-ml_698245/10035865.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,550,8,1,Hygiene / Protection,Hygiene / Protection|biore,Single,NA,Shower Gel,NA,Tire 2,500 - 1000 ML,37,5,357,Fresh,,296,9%,21/9/2018
698260,Biore Body Foam Bright Bottle 250 Ml,biore,0,https://www.jd.id/product/biore-body-foam-bright-btl-250-ml_698260/10035880.html?utm_source=shopalyst&utm_medium=affiliate,NA,Single,Milliliter,250,9,1,Whitening / Colour Management,Whitening / Colour Management|biore,Single,NA,Shower Gel,NA,Tire 1,200 - 250 ML,16,5,44,,,144,5%,7/2/2018
698272,Biore Body Foam Relaxing Aromatic Bottle 250 Ml,biore,0,https://www.jd.id/product/biore-body-foam-relaxing-aromatic-bottle-250-ml_698272/10035892.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,250,5,1,Fragrance,Fragrance|biore,Single,NA,Shower Gel,NA,Tire 2,200 - 250 ML,19,5,140,,,95,15%,20/3/2019
698277,Biore Body Foam Relaxing Aromatic Pouch 450 Ml,biore,0,https://www.jd.id/product/biore-body-foam-relaxing-aromatic-pouch-450-ml_698277/10035897.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,450,1,1,Fragrance,Fragrance|biore,Single,NA,Shower Gel,NA,Tire 2,300 - 500 ML,23,5,1955,,Refill,23,6%,5/8/2018
698287,Biore Body Foam Refresh Lively Pouch 450 Ml,biore,0,https://www.jd.id/product/biore-body-foam-lively-refresh-pouch-450-ml_698287/10035907.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,450,1,1,Fresh,Fresh|biore,Single,NA,Shower Gel,NA,Tire 2,300 - 500 ML,24,5,1590,,Refill,24,5%,17/10/2019
698290,Biore Body Foam Refresh Lively 550 Ml,biore,0,https://www.jd.id/product/biore-body-foam-lively-refresh-550-ml_698290/10035910.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,550,1,1,Fresh,Fresh|biore,Single,NA,Shower Gel,NA,Tire 2,500 - 1000 ML,36,5,574,,,36,13%,11/2/2018
698307,Biore Body Foam Cool Energetic Bottle 250 Ml,biore,0,https://www.jd.id/product/biore-body-foam-hygienic-cool-bottle-250-ml_698307/10035927.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,250,5,1,Fresh,Fresh|biore,Single,NA,Shower Gel,NA,Tire 2,200 - 250 ML,19,4.9,136,,,95,14%,9/4/2019
698308,Biore Guard Cool Energetic Body Foam 450 Ml,biore,0,https://www.jd.id/product/biore-guard-body-foam-energetic-cool-450-ml_698308/10035928.html?utm_source=shopalyst&utm_medium=affiliate,NA,Single,Milliliter,450,10,1,Fresh,Fresh|biore,Single,NA,Shower Gel,NA,Tire 2,300 - 500 ML,20,5,925,,,200,6%,25/4/2018
698311,Biore Body Foam Exotic Cinnamon Bottle 220 Ml,biore,0,https://www.jd.id/product/biore-body-foam-exotic-cinnamon-bottle-220-ml_698311/10035931.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,220,1,1,Fragrance,Fragrance|biore,Single,NA,Shower Gel,NA,Tire 2,200 - 250 ML,21,5,59,,,21,11%,16/7/2019
698312,Biore Body Foam Pouch Exotic Cinnamon 425 Ml,biore,0,https://www.jd.id/product/biore-body-foam-exotic-cinnamon-pouch-425-ml_698312/10035932.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,425,10,1,Fragrance,Fragrance|biore,Single,NA,Shower Gel,NA,Tire 2,300 - 500 ML,24,5,531,,Refill,240,11%,21/1/2019
698313,Biore Body Foam Pump Exotic Cinnamon 550 Ml,biore,0,https://www.jd.id/product/biore-body-foam-exotic-cinnamon-pump-550-ml_698313/10035933.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,550,7,1,Fragrance,Fragrance|biore,Single,NA,Shower Gel,NA,Tire 2,500 - 1000 ML,49,4.9,247,,,343,15%,2/2/2018
698314,Biore Body Foam Forest Bless Bottle 220 Ml,biore,0,https://www.jd.id/product/biore-body-foam-forest-bless-bottle-220-ml_698314/10035934.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,220,4,1,Fragrance,Fragrance|biore,Single,NA,Shower Gel,NA,Tire 2,200 - 250 ML,22,5,73,,,88,12%,25/7/2018
698315,Biore Body Foam 425 Ml Forest Bless Pouch,biore,0,https://www.jd.id/product/biore-body-foam-forest-bless-pouch-425-ml_698315/10035935.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,425,7,1,Fragrance,Fragrance|biore,Single,NA,Shower Gel,NA,Tire 2,300 - 500 ML,27,5,506,,Refill,189,9%,12/12/2018
698316,Biore Body Foam Forest Bless Pump 550 Ml,biore,0,https://www.jd.id/product/biore-body-foam-forest-bless-pump-550-ml_698316/10035936.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,550,6,1,Fragrance,Fragrance|biore,Single,NA,Shower Gel,NA,Tire 2,500 - 1000 ML,48,5,243,,,288,11%,9/5/2019
698358,Klinsen Shower Cream Brightening'S Goat Milk 280Ml,klinsen,0,https://www.jd.id/product/klinsen-shower-cream-brightening-goat-s-milk-280ml_698358/10035978.html?utm_source=shopalyst&utm_medium=affiliate,NA,Single,Milliliter,280,5,1,Whitening / Colour Management,Whitening / Colour Management|klinsen,Single,NA,Shower Gel,NA,Tire 4,250 - 300 ML,25.5,5,151,,,127.5,5%,4/8/2018
698852,Giv Papaya Body Wash Bottle 250 Ml,giv,0,https://www.jd.id/product/giv-body-wash-bottle-papaya-250-ml_698852/10036494.html?utm_source=shopalyst&utm_medium=affiliate,NA,Single,Milliliter,250,2,1,Whitening / Colour Management,Whitening / Colour Management|giv,Single,NA,Shower Gel,NA,Tire 1,200 - 250 ML,14.5,5,12,,,29,6%,2/8/2019
698854,Giv bangkoang Body Wash Bottle 250 Ml,giv,0,https://www.jd.id/product/giv-body-wash-bottle-bangkoang-250-ml_698854/10036497.html,NA,Single,Milliliter,250,7,1,Whitening / Colour Management,Whitening / Colour Management|giv,Single,NA,Shower Gel,NA,Tire 1,200 - 250 ML,15,5,8,,,105,11%,19/2/2018
698857,Giv Mulberry Body Wash Bottle 250 Ml,giv,0,https://www.jd.id/product/giv-body-wash-bottle-mulberry-250-ml_698857/10036503.html,NA,Single,Milliliter,250,1,1,Whitening / Colour Management,Whitening / Colour Management|giv,Single,NA,Shower Gel,NA,Tire 1,200 - 250 ML,15,5,3,,,15,7%,23/12/2018
707299,Adidas Ice Dive Shower Gel 250ml Refreshing,adidas,0,https://www.jd.id/product/adidas-ice-dive-shower-gel-refreshing-250ml_707299/10047279.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,250,7,1,Fresh,Fresh|adidas,Single,NA,Shower Gel,NA,Tire 4,200 - 250 ML,27,5,1321,,,189,11%,12/11/2019
709268,Mutouch Goat Milk Shower Cream Honey Pump Bottle 1000ml,mutouch,0,https://www.jd.id/product/mutouch-goat-milk-shower-cream-honey-pump-botol-1000ml_709268/10049706.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,1000,8,1,Care & Moisturize,Care & Moisturize|mutouch,Single,NA,Shower Gel,NA,Tire 2,500 - 1000 ML,55,5,1003,,,440,7%,1/8/2019
709269,Mutouch Goat Milk Shower Cream Pearl & Mulberry Pump Bottle 1000ml,mutouch,0,https://www.jd.id/product/mutouch-goat-milk-shower-cream-pearl-mulberry-pump-botol-1000ml_709269/10049707.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,1000,10,1,Care & Moisturize,Care & Moisturize|mutouch,Single,NA,Shower Gel,NA,Tire 2,500 - 1000 ML,55,4.9,1238,,,550,7%,18/8/2018
709270,Mutouch Goat Milk Shower Cream Green Tea Pump Bottle 1000ml,mutouch,0,https://www.jd.id/product/mutouch-goat-milk-shower-cream-green-tea-pump-botol-1000ml_709270/10049708.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,1000,6,1,Care & Moisturize,Care & Moisturize|mutouch,Single,NA,Shower Gel,NA,Tire 2,500 - 1000 ML,55,5,1037,,,330,9%,9/5/2019
709271,Mutouch Goat Milk Lavender Shower Cream Pump 1000ml,mutouch,0,https://www.jd.id/product/mutouch-goat-milk-shower-cream-lavender-pump-1000ml_709271/10049709.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,1000,4,1,Care & Moisturize,Care & Moisturize|mutouch,Single,NA,Shower Gel,NA,Tire 2,500 - 1000 ML,55,5,643,,,220,5%,21/4/2019
709272,Mutouch Honey Goat Milk Shower Cream 800ml Refill,mutouch,0,https://www.jd.id/product/mutouch-goat-milk-shower-cream-honey-refill-800ml_709272/10049710.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,800,3,1,Care & Moisturize,Care & Moisturize|mutouch,Single,NA,Shower Gel,NA,Tire 2,500 - 1000 ML,41,5,724,,Refill,123,11%,6/3/2019
709273,Mutouch Goat Milk Shower Cream Pearl & Mulberry Refill Bottle 800ml,mutouch,0,https://www.jd.id/product/mutouch-goat-milk-shower-cream-pearl-mulberry-refill-botol-800ml_709273/10049711.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,800,6,1,Care & Moisturize,Care & Moisturize|mutouch,Single,NA,Shower Gel,NA,Tire 2,500 - 1000 ML,41,5,731,,Refill,246,5%,5/3/2018
709274,Mutouch Goat Milk Shower Cream Green Tea Refill 800ml,mutouch,0,https://www.jd.id/product/mutouch-goat-milk-shower-cream-green-tea-refill-800ml_709274/10049712.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,800,1,1,Care & Moisturize,Care & Moisturize|mutouch,Single,NA,Shower Gel,NA,Tire 2,500 - 1000 ML,41,5,604,,Refill,41,8%,17/11/2019
709276,Mutouch Goat Milk Shower Cream Pearl & Mulberry Pump 500ml bottle,mutouch,0,https://www.jd.id/product/mutouch-goat-milk-shower-cream-pearl-mulberry-pump-botol-500ml_709276/10049714.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,500,6,1,Care & Moisturize,Care & Moisturize|mutouch,Single,NA,Shower Gel,NA,Tire 2,300 - 500 ML,32,5,286,,,192,9%,12/11/2019
709277,Mutouch Goat Milk Shower Cream Green Tea Pump 500ml bottle,mutouch,0,https://www.jd.id/product/mutouch-goat-milk-shower-cream-green-tea-pump-botol-500ml_709277/10049715.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,500,6,1,Care & Moisturize,Care & Moisturize|mutouch,Single,NA,Shower Gel,NA,Tire 2,300 - 500 ML,34,4.9,238,,,204,12%,17/8/2018
723053,Velvy Goat's Milk Shower Cream Extra Moist 800ml Royal Jelly & Sunflower,velvy,0,https://www.jd.id/product/velvy-goat-s-milk-shower-cream-extra-moist-royal-jelly-sunflower-800ml_723053/10068418.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,800,4,1,Care & Moisturize,Care & Moisturize|velvy,Single,NA,Shower Gel,NA,Tire 2,500 - 1000 ML,41,5,42,,,164,10%,15/5/2018
723056,Velvy'S Goat Milk Shower Cream Extra Moist Silk & Grape Seed Oil 800ml,velvy,0,https://www.jd.id/product/velvy-goat-s-milk-shower-cream-extra-moist-silk-grape-seed-oil-800ml_723056/10068421.html?utm_source=shopalyst&utm_medium=affiliate,NA,Single,Milliliter,800,9,1,Care & Moisturize,Care & Moisturize|velvy,Single,NA,Shower Gel,NA,Tire 2,500 - 1000 ML,42,4.9,47,,,378,9%,1/8/2018
723058,Velvy'S Goat Milk Shower Cream Extra Moist & Peach Rosehip Seed Oil 800ml,velvy,0,https://www.jd.id/product/velvy-goat-s-milk-shower-cream-extra-moist-rosehip-seed-oil-peach-800ml_723058/10068423.html?utm_source=shopalyst&utm_medium=affiliate,NA,Single,Milliliter,800,6,1,Care & Moisturize,Care & Moisturize|velvy,Single,NA,Shower Gel,NA,Tire 2,500 - 1000 ML,42,5,46,,,252,13%,14/4/2018
723073,Velvy'S Goat Milk Shower Cream Extra Moist Silk & Grape Seed Oil 1000ml,velvy,0,https://www.jd.id/product/velvy-goat-s-milk-shower-cream-extra-moist-silk-grape-seed-oil-1000ml_723073/10068438.html?utm_source=shopalyst&utm_medium=affiliate,NA,Single,Milliliter,1000,10,1,Care & Moisturize,Care & Moisturize|velvy,Single,NA,Shower Gel,NA,Tire 2,500 - 1000 ML,55,5,45,,,550,15%,24/2/2018
723083,Velvy'S Goat Milk Shower Cream Extra Moist & Peach Rosehip Seed Oil 1000ml,velvy,0,https://www.jd.id/product/velvy-goat-s-milk-shower-cream-extra-moist-rosehip-seed-oil-peach-1000ml_723083/10068448.html?utm_source=shopalyst&utm_medium=affiliate,NA,Single,Milliliter,1000,4,1,Care & Moisturize,Care & Moisturize|velvy,Single,NA,Shower Gel,NA,Tire 2,500 - 1000 ML,58,4.9,48,,,232,13%,7/2/2019
723085,"Velvy Tea Tree Shower Gel Tropical Citrus, Mint & Aloe Vera 1000ml",velvy,0,https://www.jd.id/product/velvy-tea-tree-shower-gel-tropical-citrus-mint-aloe-vera-1000ml_723085/10068450.html?utm_source=shopalyst&utm_medium=affiliate,NA,Single,Milliliter,1000,10,1,Fresh,Fresh|velvy,Single,NA,Shower Gel,Natural,Tire 2,500 - 1000 ML,48.5,4.9,35,,,485,12%,15/2/2019
723087,Velvy Tea Tree Shower Gel Endless Beauty Peony and Magnolia 1000ml,velvy,0,https://www.jd.id/product/velvy-tea-tree-shower-gel-endless-beauty-peony-magnolia-1000ml_723087/10068452.html,NA,Single,Milliliter,1000,7,1,Care & Moisturize,Care & Moisturize|velvy,Single,NA,Shower Gel,NA,Tire 2,500 - 1000 ML,63,4.2,5,,,441,6%,5/4/2019
723090,Velvy Tea Tree Shower Gel Romance Dream With Calendula and Chamomile 1000ml,velvy,0,https://www.jd.id/product/velvy-tea-tree-shower-gel-romance-dream-with-calendula-chamomile-1000ml_723090/10068455.html?utm_source=shopalyst&utm_medium=affiliate,NA,Single,Milliliter,1000,2,1,Care & Moisturize,Care & Moisturize|velvy,Single,NA,Shower Gel,NA,Tire 2,500 - 1000 ML,53,5,22,,,106,9%,4/5/2018
727475,Original Source [New] Shower Mango Bottle 250 Ml,originalsource,0,https://www.jd.id/product/original-source-new-shower-mango-bottle-250-ml_727475/10074295.html?utm_source=shopalyst&utm_medium=affiliate,NA,Single,Milliliter,250,9,1,Fresh,Fresh|originalsource,Single,NA,Shower Gel,NA,Tire 4,200 - 250 ML,24,4.9,72,,,216,13%,2/10/2019
727483,Original Source [New] Coconut & Shea Butter Shower Bottle 250 Ml,originalsource,0,https://www.jd.id/product/original-source-new-shower-coconut-shea-butter-bottle-250-ml_727483/10074303.html?utm_source=shopalyst&utm_medium=affiliate,NA,Single,Milliliter,250,10,1,Fresh,Fresh|originalsource,Single,NA,Shower Gel,Natural,Tire 4,200 - 250 ML,24,5,84,,,240,12%,14/7/2019
729145,Original Source [New] Shower Mint & Tea Tree Bottle 250 Ml - New,originalsource,0,https://www.jd.id/product/original-source-new-shower-mint-tea-tree-bottle-250-ml-new_729145/10076857.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,250,6,1,Fresh,Fresh|originalsource,Single,NA,Shower Gel,NA,Tire 4,200 - 250 ML,23.5,5,222,,,141,13%,16/2/2018
729146,Original Source [New] Shower Vanilla & Raspberry Milk Bottle 250 Ml - New,originalsource,0,https://www.jd.id/product/original-source-new-shower-vanila-milk-raspberry-bottle-250-ml-new_729146/10076858.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,250,3,1,Fresh,Fresh|originalsource,Single,NA,Shower Gel,NA,Tire 4,200 - 250 ML,33,5,286,,,99,13%,23/11/2018
755398,Iomi'S Goat Milk & Yoghurt Shower Cream Pomegranate & Raspberry 1000ml,iomi,0,https://www.jd.id/product/iomi-goat-s-milk-yoghurt-shower-cream-pomegranate-rapsberry-1000ml_755398/10110592.html?utm_source=shopalyst&utm_medium=affiliate,NA,Single,Milliliter,1000,6,1,Care & Moisturize,Care & Moisturize|iomi,Single,NA,Shower Gel,NA,Tire 2,500 - 1000 ML,58,4.8,10,,,348,6%,3/2/2018
755402,Iomi'S Goat Milk & Yoghurt Shower Cream Butter & Sweet Almond Oil 1000ml,iomi,0,https://www.jd.id/product/iomi-goat-s-milk-yoghurt-shower-cream-butter-sweet-almond-oil-1000ml_755402/10110596.html?utm_source=shopalyst&utm_medium=affiliate,NA,Single,Milliliter,1000,4,1,Care & Moisturize,Care & Moisturize|iomi,Single,NA,Shower Gel,NA,Tire 2,500 - 1000 ML,58,4.9,10,,,232,8%,13/3/2018
761074,Biore Body Foam 250 Ml Bottle Cheerful Chocoberry,biore,0,https://www.jd.id/product/biore-body-foam-cheerful-chocoberry-botol-250-ml_761074/10117610.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,250,3,1,Fragrance,Fragrance|biore,Single,NA,Shower Gel,NA,Tire 2,200 - 250 ML,19,5,146,,,57,8%,16/6/2019
761078,Biore Body Foam 450 Ml Pouch Cheerful Chocoberry,biore,0,https://www.jd.id/product/biore-body-foam-cheerful-chocoberry-pouch-450-ml_761078/10117614.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,450,7,1,Fragrance,Fragrance|biore,Single,NA,Shower Gel,NA,Tire 2,300 - 500 ML,23,5,1469,,Refill,161,14%,6/12/2018
762333,Pearly White Citra Body Wash Refill 400ml,citra,1,https://www.jd.id/product/citra-body-wash-pearly-white-refill-400ml_762333/10119234.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,400,2,1,Whitening / Colour Management,Whitening / Colour Management|citra,Single,NA,Shower Gel,NA,Tire 2,300 - 500 ML,18.5,5,1219,,Refill,37,11%,1/10/2019
762395,Aqua Dove Moisturizing Body Wash 400ml Bottle,dove,1,https://www.jd.id/product/dove-body-wash-aqua-moisturizing-bottle-400ml_762395/10119297.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,400,6,1,Fresh,Fresh|dove,Single,NA,Shower Gel,NA,Tire 2,300 - 500 ML,37.5,5,221,,,225,9%,22/8/2018
762396,Aqua Dove Moisturizing Body Wash Refill 400ml,dove,1,https://www.jd.id/product/dove-body-wash-aqua-moisturizing-refill-400ml_762396/10119298.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,400,1,1,Fresh,Fresh|dove,Single,NA,Shower Gel,NA,Tire 2,300 - 500 ML,24,5,1314,,Refill,24,11%,2/9/2018
762715,Kustie Shower & Bath Gel - Chamomile 380Ml,kustie,0,https://www.jd.id/product/kustie-shower-bath-gel-chamomile-380ml_762715/10120006.html,NA,Single,Milliliter,380,2,1,Fragrance,Fragrance|kustie,Single,NA,Shower Gel,NA,Tire 5,300 - 500 ML,79,5,0,,,158,11%,1/4/2019
762716,Kustie Shower & Bath Gel - Cherry Blossom 380Ml,kustie,0,https://www.jd.id/product/kustie-shower-bath-gel-cherry-blossom-380ml_762716/10120007.html,NA,Single,Milliliter,380,6,1,Fragrance,Fragrance|kustie,Single,NA,Shower Gel,NA,Tire 5,300 - 500 ML,79,5,3,,,474,6%,17/2/2019
765891,Giv bodywash 450ml Pouch Bengkoang,giv,0,https://www.jd.id/product/giv-bodywash-bengkoang-pouch-450ml_765891/10125667.html?utm_source=shopalyst&utm_medium=affiliate,NA,Single,Milliliter,450,4,1,Whitening / Colour Management,Whitening / Colour Management|giv,Single,NA,Shower Gel,NA,Tire 1,300 - 500 ML,14,5,165,,Refill,56,6%,15/9/2019
767348,Kids Eskulin Soft Hair And Body Wash & Protect 280Ml,eskulinkids,0,https://www.jd.id/product/eskulin-kids-hair-and-body-wash-soft-protect-280ml_767348/10127726.html?utm_source=shopalyst&utm_medium=affiliate,NA,Single,Milliliter,280,7,1,Hygiene / Protection,Hygiene / Protection|eskulinkids,Single,Child,Shower Gel,NA,Tire 2,250 - 300 ML,20,5,242,Basic,,140,14%,9/2/2018
767349,Eskulin Kids Hair And Body Wash Clean & Smooth 280Ml,eskulinkids,0,https://www.jd.id/product/eskulin-kids-hair-and-body-wash-clean-smooth-280ml_767349/10127727.html?utm_source=shopalyst&utm_medium=affiliate,NA,Single,Milliliter,280,5,1,Care & Moisturize,Care & Moisturize|eskulinkids,Single,Child,Shower Gel,NA,Tire 3,250 - 300 ML,20,5,224,,,100,11%,24/3/2019
767350,Kids Eskulin Blue Shower Gel 250ml,eskulinkids,0,https://www.jd.id/product/eskulin-kids-shower-gel-blue-250ml_767350/10127728.html,NA,Single,Milliliter,250,6,1,Care & Moisturize,Care & Moisturize|eskulinkids,Single,Child,Shower Gel,NA,Tire 3,200 - 250 ML,17,5,16,,,102,14%,1/6/2018
767352,Kids Eskulin Orange Shower Gel 250ml,eskulinkids,0,https://www.jd.id/product/eskulin-kids-shower-gel-orange-250ml_767352/10127734.html?utm_source=shopalyst&utm_medium=affiliate,NA,Single,Milliliter,250,3,1,Care & Moisturize,Care & Moisturize|eskulinkids,Single,Child,Shower Gel,NA,Tire 3,200 - 250 ML,20,5,55,,,60,6%,10/5/2019
767354,Kids Eskulin Pink Shower Gel 250ml,eskulinkids,0,https://www.jd.id/product/eskulin-kids-shower-gel-pink-250ml_767354/10127736.html,NA,Single,Milliliter,250,4,1,Care & Moisturize,Care & Moisturize|eskulinkids,Single,Child,Shower Gel,NA,Tire 3,200 - 250 ML,19,5,19,,,76,5%,8/8/2019
767366,Kids Eskulin Fresh Fruity Shower Gel 250ml,eskulinkids,0,https://www.jd.id/product/eskulin-kids-shower-gel-fruity-fresh-250ml_767366/10127751.html?utm_source=shopalyst&utm_medium=affiliate,NA,Single,Milliliter,250,1,1,Fresh,Fresh|eskulinkids,Single,Child,Shower Gel,NA,Tire 3,200 - 250 ML,20,5,107,,,20,5%,25/7/2018
768594,San Kojie Men Body Wash 250ml,kojiesan,0,https://www.jd.id/product/kojie-san-body-wash-men-250ml_768594/10130180.html,NA,Single,Milliliter,250,1,1,Whitening / Colour Management,Whitening / Colour Management|kojiesan,Single,Male,Shower Gel,NA,Tire 5,200 - 250 ML,48,4.4,3,,,48,11%,13/1/2019
10034809,Dettol Original Body Wash 100ml,dettol,0,https://www.jd.id/product/dettol-body-wash-original-100ml_10034809/100093556.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,100,1,1,Hygiene / Protection,Hygiene / Protection|dettol,Single,NA,Shower Gel,NA,Tire 2,50 - 150 ML,9.5,5,270,Basic,,9.5,11%,3/5/2019
10038587,Citra Body Scrub Natural White Liquid Body Wash Refill 220ml,citra,1,https://www.jd.id/product/citra-lulur-natural-white-liquid-body-wash-refill-220ml_10038587/100098791.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,220,6,1,Whitening / Colour Management,Whitening / Colour Management|citra,Single,NA,Shower Gel,Natural,Tire 2,200 - 250 ML,10.5,5,873,,Refill,63,5%,14/5/2019
10038589,Scrub image Pearly White Liquid Body Wash Refill 220ml,citra,1,https://www.jd.id/product/citra-lulur-pearly-white-liquid-body-wash-refill-220ml_10038589/100098793.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,220,6,1,Whitening / Colour Management,Whitening / Colour Management|citra,Single,NA,Shower Gel,NA,Tire 2,200 - 250 ML,10.5,5,1003,,Refill,63,5%,5/11/2018
10038592,Citra Body Scrub Natural White Liquid Body Wash 220ml Bottle,citra,1,https://www.jd.id/product/citra-lulur-natural-white-liquid-body-wash-bottle-220ml_10038592/100098796.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,220,1,1,Whitening / Colour Management,Whitening / Colour Management|citra,Single,NA,Shower Gel,Natural,Tire 2,200 - 250 ML,17.5,5,116,,,17.5,11%,25/7/2019
10038593,Scrub image Pearly White Liquid Body Wash 220ml Bottle,citra,1,https://www.jd.id/product/citra-lulur-pearly-white-liquid-body-wash-bottle-220ml_10038593/100098797.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,220,9,1,Whitening / Colour Management,Whitening / Colour Management|citra,Single,NA,Shower Gel,NA,Tire 2,200 - 250 ML,17.5,5,116,,,157.5,12%,11/11/2019
10046338,Palmers CBF Sulfate Free Rosehip Body Wash 400ml,palmers,0,https://www.jd.id/product/palmers-cbf-sulfate-free-rosehip-body-wash-400ml_10046338/100113564.html,NA,Single,Milliliter,400,9,1,Care & Moisturize,Care & Moisturize|palmers,Bundle,NA,Shower Gel,NA,Tire 5,300 - 500 ML,135,5,0,,,1215,8%,8/3/2019
