ID,Title,Genre,Director,Year,Runtime_Minutes,Rating,Votes,Revenue_Millions
469,District 9,Action,Neill Blomkamp,2009,112,8.0,556794,115.65
470,The Other Guys,Action,Adam McKay,2010,107,6.7,199900,119.22
471,American Gangster,Biography,Ridley Scott,2007,157,7.8,337835,130.13
473,2012,Action,Roland Emmerich,2009,158,5.8,297984,166.11
474,Harry Potter and the Half-Blood Prince,Adventure,David Yates,2009,153,7.5,351059,301.96
475,Argo,Biography,Ben Affleck,2012,120,7.7,481274,136.02
478,Pet,Horror,Carles Torrens,2016,94,5.7,8404,
479,Paint It Black,Drama,Amber Tamblyn,2016,96,8.3,61,
480,Macbeth,Drama,Justin Kurzel,2015,113,6.7,41642,
481,Forgetting Sarah Marshall,Comedy,Nicholas Stoller,2008,111,7.2,226619,62.88
482,The Giver,Drama,Phillip Noyce,2014,97,6.5,93799,45.09
484,Perfetti sconosciuti,Comedy,Paolo Genovese,2016,97,7.7,17584,
485,Angry Birds,Animation,Clay Kaytis,2016,97,6.3,55781,107.51
486,Moonrise Kingdom,Adventure,Wes Anderson,2012,94,7.8,254446,45.51
487,Hairspray,Comedy,Adam Shankman,2007,117,6.7,102954,118.82
488,Safe Haven,Drama,Lasse Hallström,2013,115,6.7,84765,71.35
489,Focus,Comedy,Glenn Ficarra,2015,105,6.6,166489,53.85
490,Ratatouille,Animation,Brad Bird,2007,111,8.0,504039,206.44
492,The Book of Eli,Action,Albert Hughes,2010,118,6.9,241359,94.82
493,Cloverfield,Action,Matt Reeves,2008,85,7.0,313803,80.03
494,Point Break,Action,Ericson Core,2015,114,5.3,44553,28.77
496,I Am Legend,Drama,Francis Lawrence,2007,101,7.2,565721,256.39
497,Men in Black 3,Action,Barry Sonnenfeld,2012,106,6.8,278379,179.02
498,Super 8,Mystery,J.J. Abrams,2011,112,7.1,298913,126.98
499,Law Abiding Citizen,Crime,F. Gary Gray,2009,109,7.4,228339,73.34
500,Up,Animation,Pete Docter,2009,96,8.3,722203,292.98
501,Maze Runner: The Scorch Trials,Action,Wes Ball,2015,131,6.3,159364,81.69
503,Imperium,Crime,Daniel Ragussis,2016,109,6.5,27428,
505,Mr. Nobody,Drama,Jaco Van Dormael,2009,141,7.9,166872,
506,City of Tiny Lights,Crime,Pete Travis,2016,110,5.7,291,
507,Savages,Crime,Oliver Stone,2012,131,6.5,107960,47.31
508,(500) Days of Summer,Comedy,Marc Webb,2009,95,7.7,398972,32.39
510,Gravity,Drama,Alfonso Cuarón,2013,91,7.8,622089,274.08
512,Shooter,Action,Antoine Fuqua,2007,124,7.2,267820,46.98
513,The Happening,Sci-Fi,M. Night Shyamalan,2008,91,5.0,170897,64.51
514,Bone Tomahawk,Adventure,S. Craig Zahler,2015,132,7.1,47289,66.01
515,Magic Mike XXL,Comedy,Gregory Jacobs,2015,115,5.7,42506,
516,Easy A,Comedy,Will Gluck,2010,92,7.1,294950,58.40
517,Exodus: Gods and Kings,Action,Ridley Scott,2014,150,6.0,137299,65.01
518,Chappie,Action,Neill Blomkamp,2015,120,6.9,188769,31.57
519,The Hobbit: The Desolation of Smaug,Adventure,Peter Jackson,2013,161,7.9,513744,258.36
523,Viking,Action,Andrey Kravchuk,2016,133,5.0,1830,23.05
524,Whiskey Tango Foxtrot,Biography,Glenn Ficarra,2016,112,6.6,36156,
526,Birth of the Dragon,Action,George Nolfi,2016,103,5.0,552,93.05
527,Elysium,Action,Neill Blomkamp,2013,109,6.6,358932,
529,Godzilla,Action,Gareth Edwards,2014,123,6.4,318058,200.66
530,The Bourne Legacy,Action,Tony Gilroy,2012,135,6.7,245374,113.17
532,Friend Request,Horror,Simon Verhoeven,2016,92,5.4,12758,64.03
533,Deja Vu,Action,Tony Scott,2006,126,7.0,253858,
534,Lucy,Action,Luc Besson,2014,89,6.4,352698,126.55
536,Need for Speed,Action,Scott Waugh,2014,132,6.5,143389,43.57
537,Jack Reacher,Action,Christopher McQuarrie,2012,130,7.0,250811,58.68
539,True Crimes,Crime,Alexandros Avranas,2016,92,7.3,198,
540,American Pastoral,Crime,Ewan McGregor,2016,108,6.1,7115,
542,Limitless,Mystery,Neil Burger,2011,105,7.4,444417,79.24
543,Spectral,Action,Nic Mathieu,2016,107,6.3,27042,
544,P.S. I Love You,Drama,Richard LaGravenese,2007,126,7.1,177247,53.68
545,Zipper,Drama,Mora Stephens,2015,103,5.7,4912,
548,Alice in Wonderland,Adventure,Tim Burton,2010,108,6.5,324898,334.19
550,"I, Daniel Blake",Drama,Ken Loach,2016,100,7.9,22941,
551,The Break-Up,Comedy,Peyton Reed,2006,106,5.8,106381,118.68
553,Fantastic Four,Action,Josh Trank,2015,100,5.0,121847,56.11
554,The Survivalist,Drama,Stephen Fingleton,2015,104,6.3,9187,
555,Colonia,Drama,Florian Gallenberger,2015,106,7.1,30074,
556,The Boy Next Door,Mystery,Rob Cohen,2015,91,5.0,30180,35.39
557,The Gift,Mystery,Joel Edgerton,2015,108,7.1,96688,43.77
558,Dracula Untold,Action,Gary Shore,2014,92,6.3,148504,55.94
559,In the Heart of the Sea,Action,Ron Howard,2015,122,6.9,90372,24.99
561,The Expendables,Action,Sylvester Stallone,2010,103,6.5,283282,102.98
562,Evil Dead,Fantasy,Fede Alvarez,2013,91,6.5,133113,54.24
563,Sinister,Horror,Scott Derrickson,2012,110,6.8,171169,48.06
564,Wreck-It Ralph,Animation,Rich Moore,2012,101,7.8,290559,189.41
565,Snow White and the Huntsman,Action,Rupert Sanders,2012,127,6.1,239772,155.11
566,Pan,Adventure,Joe Wright,2015,111,5.8,47804,34.96
567,Transformers: Dark of the Moon,Action,Michael Bay,2011,154,6.3,338369,352.36
568,Juno,Comedy,Jason Reitman,2007,96,7.5,432461,143.49
570,Money Monster,Crime,Jodie Foster,2016,98,6.5,68654,41.01
571,The Other Woman,Comedy,Nick Cassavetes,2014,109,6.0,110825,83.91
572,Enchanted,Animation,Kevin Lima,2007,107,7.1,150353,127.71
573,The Intern,Comedy,Nancy Meyers,2015,121,7.1,159582,75.27
574,Little Miss Sunshine,Comedy,Jonathan Dayton,2006,101,7.8,374044,59.89
576,Clash of the Titans,Action,Louis Leterrier,2010,106,5.8,238206,163.19
577,The Finest Hours,Action,Craig Gillespie,2016,117,6.8,44425,27.55
578,Tron,Action,Joseph Kosinski,2010,125,6.8,273959,172.05
579,The Hunger Games: Catching Fire,Action,Francis Lawrence,2013,146,7.6,525646,424.65
581,Kickboxer: Vengeance,Action,John Stockwell,2016,90,5.0,6809,131.56
582,The Last Airbender,Action,M. Night Shyamalan,2010,103,5.0,125129,
583,Sex Tape,Comedy,Jake Kasdan,2014,94,5.1,89885,38.54
584,What to Expect When You're Expecting,Comedy,Kirk Jones,2012,110,5.7,60059,41.10
585,Moneyball,Biography,Bennett Miller,2011,133,7.6,297395,75.61
586,Ghost Rider,Action,Mark Steven Johnson,2007,114,5.2,190673,115.80
587,Unbroken,Biography,Angelina Jolie,2014,137,7.2,114006,115.60
588,Immortals,Action,Tarsem Singh,2011,110,6.0,142900,83.50
590,Brave,Animation,Mark Andrews,2012,93,7.2,293941,237.28
595,Daddy's Home,Comedy,Sean Anders,2015,96,6.1,68306,150.32
597,Never Back Down,Action,Jeff Wadlow,2008,110,6.6,84083,24.85
600,Megamind,Animation,Tom McGrath,2010,95,7.3,183926,148.34
601,Gangster Squad,Action,Ruben Fleischer,2013,113,6.7,181432,46.00
602,Blood Father,Action,Jean-François Richet,2016,88,6.4,40357,93.95
603,He's Just Not That Into You,Comedy,Ken Kwapis,2009,129,6.4,137684,
604,Kung Fu Panda 3,Animation,Alessandro Carloni,2016,95,7.2,89791,143.52
606,Handsome Devil,Drama,John Butler,2016,95,7.4,338,
607,Winter's Bone,Drama,Debra Granik,2010,100,7.2,116435,
608,Horrible Bosses,Comedy,Seth Gordon,2011,98,6.9,368556,117.53
610,Hellboy II: The Golden Army,Action,Guillermo del Toro,2008,120,7.0,216932,75.75
613,The Lovely Bones,Drama,Peter Jackson,2009,135,6.7,130702,43.98
615,Don Jon,Comedy,Joseph Gordon-Levitt,2013,90,6.6,199973,24.48
617,2307: Winter's Dream,Sci-Fi,Joey Curtis,2016,101,5.0,277,20.76
618,Free State of Jones,Action,Gary Ross,2016,139,6.9,29895,
620,The Secret Life of Walter Mitty,Adventure,Ben Stiller,2013,114,7.3,249877,58.23
622,Underworld Awakening,Action,Måns Mårlind,2012,88,6.4,127157,62.32
624,Friday the 13th,Horror,Marcus Nispel,2009,97,5.6,78631,65.00
625,Taken 3,Action,Olivier Megaton,2014,109,6.0,144715,89.25
626,Total Recall,Action,Len Wiseman,2012,118,6.3,210965,58.88
627,X-Men: The Last Stand,Action,Brett Ratner,2006,104,6.7,406540,234.36
628,The Escort,Comedy,Will Slocombe,2016,88,6.0,7181,
629,The Whole Truth,Crime,Courtney Hunt,2016,93,6.1,10700,
630,Night at the Museum: Secret of the Tomb,Adventure,Shawn Levy,2014,98,6.2,74886,113.73
631,Love & Other Drugs,Comedy,Edward Zwick,2010,112,6.7,151519,32.36
634,Megan Is Missing,Drama,Michael Goi,2011,85,5.0,6683,
635,WALL·E,Animation,Andrew Stanton,2008,98,8.4,776897,223.81
636,Knocked Up,Comedy,Judd Apatow,2007,129,7.0,309398,148.73
637,Source Code,Mystery,Duncan Jones,2011,93,7.5,404884,54.70
638,Lawless,Crime,John Hillcoat,2012,116,7.3,195360,37.40
639,Unfriended,Drama,Levan Gabriadze,2014,83,5.6,50402,31.54
640,American Reunion,Comedy,Jon Hurwitz,2012,113,6.7,178471,56.72
641,The Pursuit of Happyness,Biography,Gabriele Muccino,2006,117,8.0,361105,162.59
643,The Ridiculous 6,Comedy,Frank Coraci,2015,119,5.0,31149,
645,Viral,Drama,Henry Joost,2016,85,5.5,3564,
646,Gran Torino,Drama,Clint Eastwood,2008,116,8.2,595779,148.09
648,Tall Men,Fantasy,Jonathan Holbrook,2016,133,5.0,173,
651,Sweeney Todd: The Demon Barber of Fleet Street,Drama,Tim Burton,2007,116,7.4,296289,52.88
652,Solace,Crime,Afonso Poyart,2015,101,6.4,36300,
653,Insidious,Horror,James Wan,2010,103,6.8,219916,53.99
655,The Levelling,Drama,Hope Dickson Leach,2016,83,6.4,482,
656,Public Enemies,Biography,Michael Mann,2009,140,7.0,240323,97.03
657,Boyhood,Drama,Richard Linklater,2014,165,7.9,286722,25.36
658,Teenage Mutant Ninja Turtles,Action,Jonathan Liebesman,2014,101,5.9,178527,190.87
661,Pineapple Express,Action,David Gordon Green,2008,111,7.0,267872,87.34
663,Gone Baby Gone,Crime,Ben Affleck,2007,114,7.7,206707,20.30
664,The Heat,Action,Paul Feig,2013,117,6.6,140151,159.58
668,Ted 2,Adventure,Seth MacFarlane,2015,115,6.3,136323,81.26
669,Pain & Gain,Comedy,Michael Bay,2013,129,6.5,168875,49.87
670,Blood Diamond,Adventure,Edward Zwick,2006,143,8.0,422014,57.37
671,Devil's Knot,Biography,Atom Egoyan,2013,114,6.1,15514,
674,Green Lantern,Action,Martin Campbell,2011,114,5.6,231907,116.59
675,War on Everyone,Action,John Michael McDonagh,2016,98,5.9,9285,
676,The Mist,Horror,Frank Darabont,2007,126,7.2,233346,25.59
677,Escape Plan,Action,Mikael Håfström,2013,115,6.7,188004,25.12
679,The DUFF,Comedy,Ari Sandel,2015,101,6.5,57874,34.02
681,The Hunger Games: Mockingjay - Part 1,Action,Francis Lawrence,2014,123,6.7,331902,337.10
684,The Mortal Instruments: City of Bones,Action,Harald Zwart,2013,130,5.9,112313,31.17
685,Seven Pounds,Drama,Gabriele Muccino,2008,123,7.7,245144,69.95
686,The King's Speech,Biography,Tom Hooper,2010,118,8.0,534388,138.80
688,Jumper,Action,Doug Liman,2008,88,6.1,252503,80.17
689,Toy Story 3,Animation,Lee Unkrich,2010,103,8.3,586669,414.98
690,Tinker Tailor Soldier Spy,Drama,Tomas Alfredson,2011,122,7.1,157053,24.10
691,Resident Evil: Retribution,Action,Paul W.S. Anderson,2012,96,5.4,114144,42.35
694,Pompeii,Action,Paul W.S. Anderson,2014,105,5.5,90188,23.22
695,Life of Pi,Adventure,Ang Lee,2012,127,7.9,471109,124.98
696,Hachi: A Dog's Tale,Drama,Lasse Hallström,2009,93,8.1,177602,
699,Live Free or Die Hard,Action,Len Wiseman,2007,128,7.2,347567,134.52
700,The Matchbreaker,Comedy,Caleb Vetter,2016,94,5.5,1427,
702,Ted,Comedy,Seth MacFarlane,2012,106,7.0,494641,218.63
703,RED,Action,Robert Schwentke,2010,111,7.1,250012,90.36
704,Australia,Adventure,Baz Luhrmann,2008,165,6.6,106115,49.55
705,Faster,Action,George Tillman Jr.,2010,98,6.5,83788,23.23
706,The Neighbor,Crime,Marcus Dunstan,2016,87,5.8,4754,
707,The Adjustment Bureau,Romance,George Nolfi,2011,106,7.1,208632,62.45
709,The Judge,Crime,David Dobkin,2014,141,7.4,146812,47.11
711,Transformers: Revenge of the Fallen,Action,Michael Bay,2009,150,6.0,335757,402.08
713,The Book of Life,Animation,Jorge R. Gutiérrez,2014,95,7.3,50388,50.15
715,The Heartbreak Kid,Comedy,Bobby Farrelly,2007,116,5.8,74664,36.77
716,Happy Feet,Animation,George Miller,2006,108,6.5,141141,197.99
717,Entourage,Comedy,Doug Ellin,2015,104,6.6,64557,32.36
718,The Strangers,Horror,Bryan Bertino,2008,86,6.2,96718,52.53
719,Noah,Action,Darren Aronofsky,2014,138,5.8,209700,101.16
720,Neighbors,Comedy,Nicholas Stoller,2014,97,6.4,236500,150.06
722,Wild,Adventure,Jean-Marc Vallée,2014,115,7.1,95553,37.88
723,Grown Ups,Comedy,Dennis Dugan,2010,102,6.0,190385,162.00
724,Blair Witch,Horror,Adam Wingard,2016,89,5.1,26088,20.75
725,The Karate Kid,Action,Harald Zwart,2010,140,6.2,127983,176.59
726,Dark Shadows,Comedy,Tim Burton,2012,113,6.2,209326,79.71
727,Friends with Benefits,Comedy,Will Gluck,2011,109,6.6,286543,55.80
728,The Illusionist,Drama,Neil Burger,2006,110,7.6,309934,39.83
729,The A-Team,Action,Joe Carnahan,2010,117,6.8,219116,77.21
731,The Internship,Comedy,Shawn Levy,2013,119,6.3,166342,44.67
732,Paul,Adventure,Greg Mottola,2011,104,7.0,201707,37.37
733,This Beautiful Fantastic,Comedy,Simon Aboud,2016,100,6.9,688,
734,The Da Vinci Code,Mystery,Ron Howard,2006,149,6.6,338280,217.54
736,Hugo,Adventure,Martin Scorsese,2011,126,7.5,259182,73.82
738,Body of Lies,Action,Ridley Scott,2008,128,7.1,182305,39.38
740,The Mummy: Tomb of the Dragon Emperor,Action,Rob Cohen,2008,112,5.2,124554,102.18
741,The Boss,Comedy,Ben Falcone,2016,99,5.4,29642,63.03
743,El secreto de sus ojos,Drama,Juan José Campanella,2009,129,8.2,144524,20.17
744,True Grit,Adventure,Ethan Coen,2010,110,7.6,254904,171.03
746,A Million Ways to Die in the West,Comedy,Seth MacFarlane,2014,116,6.1,144779,42.62
747,Only for One Night,Thriller,Chris Stokes,2016,86,5.0,313,
749,Ouija: Origin of Evil,Horror,Mike Flanagan,2016,99,6.1,30035,34.90
750,Percy Jackson: Sea of Monsters,Adventure,Thor Freudenthal,2013,106,5.9,91684,68.56
751,Fracture,Crime,Gregory Hoblit,2007,113,7.2,148943,39.00
752,Oculus,Horror,Mike Flanagan,2013,104,6.5,92875,27.69
754,This Means War,Action,McG,2012,103,6.3,154400,54.76
755,Lída Baarová,Biography,Filip Renc,2016,106,5.0,353,
757,Lavender,Drama,Ed Gass-Donnelly,2016,92,5.2,2083,
758,Deuces,Drama,Jamal Hill,2016,87,6.6,256,
759,Conan the Barbarian,Action,Marcus Nispel,2011,113,5.2,84893,21.27
760,The Fighter,Action,David O. Russell,2010,116,7.8,290056,93.57
761,August Rush,Drama,Kirsten Sheridan,2007,114,7.5,91229,31.66
762,Chef,Comedy,Jon Favreau,2014,114,7.3,151970,31.24
764,Eagle Eye,Action,D.J. Caruso,2008,118,6.6,156158,101.11
765,The Purge,Horror,James DeMonaco,2013,85,5.7,154588,64.42
767,Ender's Game,Action,Gavin Hood,2013,114,6.7,194236,61.66
768,Indiana Jones and the Kingdom of the Crystal Skull,Action,Steven Spielberg,2008,122,6.2,351361,317.01
769,Paper Towns,Drama,Jake Schreier,2015,109,6.3,72515,31.99
771,Quantum of Solace,Action,Marc Forster,2008,106,6.6,347798,168.37
772,The Assignment,Action,Walter Hill,2016,95,5.0,2043,
773,How to Train Your Dragon,Animation,Dean DeBlois,2010,98,8.1,523893,217.39
774,Lady in the Water,Drama,M. Night Shyamalan,2006,110,5.6,82701,42.27
776,Cars 2,Animation,John Lasseter,2011,106,6.2,110490,191.45
778,Final Girl,Action,Tyler Shields,2015,90,5.0,9026,
779,Chalk It Up,Comedy,Hisonni Johnson,2016,90,5.0,499,
781,Unknown,Action,Jaume Collet-Serra,2011,113,6.9,218679,61.09
783,Mr. Brooks,Crime,Bruce A. Evans,2007,120,7.3,128146,28.48
784,Tramps,Comedy,Adam Leon,2016,82,6.5,1031,
786,Captain Phillips,Biography,Paul Greengrass,2013,134,7.8,346154,107.10
787,The Secret Scripture,Drama,Jim Sheridan,2016,108,6.8,378,
789,Hotel Transylvania 2,Animation,Genndy Tartakovsky,2015,89,6.7,69157,169.69
790,Hancock,Action,Peter Berg,2008,92,6.4,366138,227.95
791,Sisters,Comedy,Jason Moore,2015,118,6.0,50241,87.03
792,The Family,Comedy,Luc Besson,2013,111,6.3,92868,36.92
793,Zack and Miri Make a Porno,Comedy,Kevin Smith,2008,101,6.6,154936,31.45
796,No Strings Attached,Comedy,Ivan Reitman,2011,108,6.2,178243,70.63
798,Despicable Me 2,Animation,Pierre Coffin,2013,98,7.4,304837,368.05
799,A Walk Among the Tombstones,Crime,Scott Frank,2014,114,6.5,93883,25.98
800,The World's End,Action,Edgar Wright,2013,109,7.0,199813,26.00
801,Yoga Hosers,Comedy,Kevin Smith,2016,88,5.0,7091,
803,Beowulf,Animation,Robert Zemeckis,2007,115,6.2,146566,82.16
804,Jack Ryan: Shadow Recruit,Action,Kenneth Branagh,2014,105,6.2,103681,50.55
805,1408,Fantasy,Mikael Håfström,2007,104,6.8,221073,71.98
806,The Gambler,Crime,Rupert Wyatt,2014,111,6.0,52537,33.63
807,Prince of Persia: The Sands of Time,Action,Mike Newell,2010,116,6.6,233148,90.76
810,USS Indianapolis: Men of Courage,Action,Mario Van Peebles,2016,128,5.2,4964,
812,Mama,Horror,Andrés Muschietti,2013,100,6.2,142560,71.59
813,Orphan,Horror,Jaume Collet-Serra,2009,123,7.0,153448,41.57
815,Fantastic Mr. Fox,Animation,Wes Anderson,2009,87,7.8,149779,21.00
816,Inside Man,Crime,Spike Lee,2006,129,7.6,285441,88.50
817,I.T.,Crime,John Moore,2016,95,5.4,8755,
819,Annabelle,Horror,John R. Leonetti,2014,99,5.4,91106,84.26
820,Wolves at the Door,Horror,John R. Leonetti,2016,73,5.0,564,
821,Suite Française,Drama,Saul Dibb,2014,107,6.9,13711,
823,G.I. Joe: The Rise of Cobra,Action,Stephen Sommers,2009,118,5.8,180105,150.17
825,Man Down,Drama,Dito Montiel,2015,90,5.8,4779,
826,Crawlspace,Horror,Phil Claydon,2016,88,5.3,1427,
828,The Warriors Gate,Action,Matthias Hoene,2016,108,5.3,1391,
829,Grindhouse,Action,Robert Rodriguez,2007,191,7.6,160350,25.03
831,Rocky Balboa,Drama,Sylvester Stallone,2006,102,7.2,171356,70.27
832,Diary of a Wimpy Kid: Dog Days,Comedy,David Bowers,2012,94,6.4,16917,49.00
834,Fool's Gold,Action,Andy Tennant,2008,112,5.7,62719,70.22
835,The Dictator,Comedy,Larry Charles,2012,83,6.4,225394,59.62
838,You Don't Mess with the Zohan,Action,Dennis Dugan,2008,113,5.5,163144,100.02
839,Exposed,Crime,Gee Malik Linton,2016,102,5.0,8409,
840,Maudie,Biography,Aisling Walsh,2016,115,7.8,346,
841,Horrible Bosses 2,Comedy,Sean Anders,2014,108,6.3,125190,54.41
844,The Princess and the Frog,Animation,Ron Clements,2009,97,7.1,95480,104.37
845,Unstoppable,Action,Tony Scott,2010,98,6.8,157499,81.56
846,Flight,Drama,Robert Zemeckis,2012,138,7.3,276347,93.75
847,Home,Animation,Tim Johnson,2015,94,6.7,77447,177.34
849,Mean Dreams,Thriller,Nathan Morlando,2016,108,6.3,1066,
850,42,Biography,Brian Helgeland,2013,128,7.5,69659,95.00
851,21,Crime,Robert Luketic,2008,123,6.8,198395,81.16
854,Vicky Cristina Barcelona,Drama,Woody Allen,2008,96,7.1,208770,23.21
855,Kung Fu Panda,Animation,Mark Osborne,2008,92,7.6,329788,215.40
856,Barbershop: The Next Cut,Comedy,Malcolm D. Lee,2016,111,5.9,9993,54.01
857,Terminator Salvation,Action,McG,2009,115,6.6,297093,125.32
858,Freedom Writers,Biography,Richard LaGravenese,2007,123,7.5,55648,36.58
859,The Hills Have Eyes,Horror,Alexandre Aja,2006,107,6.4,136642,41.78
860,Changeling,Biography,Clint Eastwood,2008,141,7.8,206793,35.71
862,Koe no katachi,Animation,Naoko Yamada,2016,129,8.4,2421,
863,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Comedy,Miguel Arteta,2014,81,6.2,32310,66.95
865,The 9th Life of Louis Drax,Mystery,Alexandre Aja,2016,108,6.3,6175,
869,Diary of a Wimpy Kid: Rodrick Rules,Comedy,David Bowers,2011,99,6.6,20194,52.69
870,Mission: Impossible III,Action,J.J. Abrams,2006,126,6.9,270429,133.38
873,Red Dawn,Action,Dan Bradley,2012,93,5.4,64584,44.80
875,Life as We Know It,Comedy,Greg Berlanti,2010,114,6.6,101301,53.36
876,28 Weeks Later,Drama,Juan Carlos Fresnadillo,2007,100,7.0,221858,28.64
877,Warm Bodies,Comedy,Jonathan Levine,2013,98,6.9,193579,66.36
878,Blue Jasmine,Drama,Woody Allen,2013,98,7.3,160592,33.40
879,G.I. Joe: Retaliation,Action,Jon M. Chu,2013,110,5.8,152145,122.51
880,Wrath of the Titans,Action,Jonathan Liebesman,2012,99,5.8,159230,83.64
882,Saving Mr. Banks,Biography,John Lee Hancock,2013,125,7.5,125693,83.30
883,Transcendence,Drama,Wally Pfister,2014,119,6.3,184564,23.01
884,Rio,Animation,Carlos Saldanha,2011,96,6.9,173919,143.62
886,Babel,Drama,Alejandro González Iñárritu,2006,143,7.5,253417,34.30
888,The Lucky One,Drama,Scott Hicks,2012,101,6.5,82874,60.44
889,Piranha 3D,Comedy,Alexandre Aja,2010,88,5.5,75262,25.00
890,50/50,Comedy,Jonathan Levine,2011,100,7.7,281625,34.96
891,The Intent,Crime,Femi Oyeniran,2016,104,5.0,202,
892,This Is 40,Comedy,Judd Apatow,2012,134,6.2,108156,67.52
893,Real Steel,Action,Shawn Levy,2011,127,7.1,264480,85.46
894,Sex and the City,Comedy,Michael Patrick King,2008,145,5.5,102547,152.64
895,Rambo,Action,Sylvester Stallone,2008,92,7.1,187077,42.72
896,Planet Terror,Action,Robert Rodriguez,2007,105,7.1,174553,
897,Concussion,Biography,Peter Landesman,2015,123,7.1,61274,34.53
899,The Ugly Truth,Comedy,Robert Luketic,2009,96,6.5,172558,88.92
900,Bride Wars,Comedy,Gary Winick,2009,89,5.5,83976,58.72
902,Snakes on a Plane,Action,David R. Ellis,2006,105,5.6,118905,34.01
904,How to Train Your Dragon 2,Animation,Dean DeBlois,2014,102,7.9,237565,177.00
905,RoboCop,Action,José Padilha,2014,117,6.2,190833,58.61
906,In Dubious Battle,Drama,James Franco,2016,110,6.2,1455,
908,Ocean's Thirteen,Crime,Steven Soderbergh,2007,122,6.9,269581,117.14
910,Contagion,Drama,Steven Soderbergh,2011,106,6.6,187004,75.64
912,I Am the Pretty Thing That Lives in the House,Thriller,Oz Perkins,2016,87,5.0,4204,
913,Bridge to Terabithia,Adventure,Gabor Csupo,2007,96,7.2,117297,82.23
915,Notorious,Biography,George Tillman Jr.,2009,122,6.7,33007,36.84
917,The Expendables 2,Action,Simon West,2012,103,6.6,257395,85.02
918,The Girl Next Door,Crime,Gregory Wilson,2007,91,6.7,19351,
920,The Golden Compass,Adventure,Chris Weitz,2007,113,6.1,155078,70.08
923,17 Again,Comedy,Burr Steers,2009,102,6.4,152808,64.15
924,No Escape,Action,John Erick Dowdle,2015,103,6.8,57921,27.29
925,Superman Returns,Action,Bryan Singer,2006,154,6.1,246797,200.07
926,The Twilight Saga: Breaking Dawn - Part 1,Adventure,Bill Condon,2011,117,5.0,190244,281.28
927,Precious,Drama,Lee Daniels,2009,110,7.3,91623,47.54
929,Good Kids,Comedy,Chris McCoy,2016,86,6.1,3843,
931,Footloose,Comedy,Craig Brewer,2011,113,5.9,39380,51.78
932,If I Stay,Drama,R.J. Cutler,2014,107,6.8,92170,50.46
933,The Ticket,Drama,Ido Fluk,2016,97,5.4,924,
934,Detour,Thriller,Christopher Smith,2016,97,6.3,2205,
936,Talladega Nights: The Ballad of Ricky Bobby,Action,Adam McKay,2006,108,6.6,137502,148.21
939,The Siege of Jadotville,Action,Richie Smyth,2016,108,7.3,14689,
940,Up in the Air,Drama,Jason Reitman,2009,109,7.4,279694,83.81
942,The Twilight Saga: Eclipse,Adventure,David Slade,2010,124,5.0,192740,300.52
943,Transpecos,Thriller,Greg Kwedar,2016,86,5.8,1292,
945,Riddick,Action,David Twohy,2013,119,6.4,132098,42.00
946,Triangle,Fantasy,Christopher Smith,2009,99,6.9,72533,
947,The Butler,Biography,Lee Daniels,2013,132,7.2,93322,116.63
949,After Earth,Action,M. Night Shyamalan,2013,100,5.0,166512,60.52
952,The Descendants,Comedy,Alexander Payne,2011,115,7.3,211348,82.62
953,Sex and the City 2,Comedy,Michael Patrick King,2010,146,5.0,62403,95.33
955,Death Race,Action,Paul W.S. Anderson,2008,105,6.4,173731,36.06
956,That Awkward Moment,Comedy,Tom Gormican,2014,94,6.2,81823,26.05
957,Legion,Action,Scott Stewart,2010,100,5.2,84158,40.17
958,End of Watch,Crime,David Ayer,2012,109,7.7,192190,40.98
959,3 Days to Kill,Action,McG,2014,117,6.2,73567,30.69
960,Lucky Number Slevin,Crime,Paul McGuigan,2006,110,7.8,271940,22.49
963,The Other Boleyn Girl,Biography,Justin Chadwick,2008,115,6.7,88260,26.81
965,Custody,Drama,James Lapine,2016,104,6.9,280,
966,Inland Empire,Drama,David Lynch,2006,180,7.0,44227,
967,L'odyssée,Adventure,Jérôme Salle,2016,122,6.7,1810,
969,Wrecker,Action,Micheal Bafaro,2015,83,5.0,1210,
970,The Lone Ranger,Action,Gore Verbinski,2013,150,6.5,190855,89.29
971,Texas Chainsaw 3D,Horror,John Luessenhop,2013,92,5.0,37060,34.33
972,Disturbia,Drama,D.J. Caruso,2007,105,6.9,193491,80.05
973,Rock of Ages,Comedy,Adam Shankman,2012,123,5.9,64513,38.51
974,Scream 4,Horror,Wes Craven,2011,111,6.2,108544,38.18
976,My Big Fat Greek Wedding 2,Comedy,Kirk Jones,2016,94,6.0,20966,59.57
977,Dark Places,Drama,Gilles Paquet-Brenner,2015,113,6.2,31634,
978,Amateur Night,Comedy,Lisa Addario,2016,92,5.0,2229,
979,It's Only the End of the World,Drama,Xavier Dolan,2016,97,7.0,10658,
981,Miracles from Heaven,Biography,Patricia Riggen,2016,109,7.0,12048,61.69
982,Annie,Comedy,Will Gluck,2014,118,5.3,27312,85.91
983,Across the Universe,Drama,Julie Taymor,2007,133,7.4,95172,24.34
984,Let's Be Cops,Comedy,Luke Greenfield,2014,104,6.5,112729,82.39
985,Max,Adventure,Boaz Yakin,2015,111,6.8,21405,42.65
986,Your Highness,Adventure,David Gordon Green,2011,102,5.6,87904,21.56
987,Final Destination 5,Horror,Steven Quale,2011,92,5.9,88000,42.58
